Bedrooms,Bathrooms,SquareFootageHouse,Location,Age,PoolQuality,HasPhotovoltaics,HeatingType,HasFiberglass,IsFurnished,DateSinceForSale,HouseColor,PreviousOwnerName,HasFireplace,KitchensQuality,BathroomsQuality,BedroomsQuality,LivingRoomsQuality,SquareFootageGarden,PreviousOwnerRating,HeatingCosts,WindowModelNames,Price
5.0,3.0,132.0,Rural,,Poor,False,Oil Heating,False,True,2023-01-30,Yellow,Natalie,False,Poor,Excellent,Poor,Poor,10.0,3.19,211.2,8Q6U Aluminum 0CJ5DY,346.3735
3.0,3.0,103.0,Rural,37.0,None,False,Electric,False,False,2021-09-09,White,Maria,False,Good,Good,Good,Poor,7.0,3.44,,Aluminum JV3BX Window,167.06053
4.0,3.0,136.0,Urban,41.0,Excellent,False,Oil,False,True,2020-06-28,Green,Sandra,False,Good,Good,Good,Good,26.0,3.26,,Wood WX8OME Window,351.69462
,1.0,76.0,Urban,,None,,Electricity,True,True,2023-11-03,Green,Sabrina,False,Good,Poor,Excellent,Poor,7.0,1.98,,1WX40 Aluminum XTT,110.64467
1.0,,83.0,Suburban,38.0,Poor,,Gas,False,False,2021-09-16,Green,Natalie,False,Good,Good,Excellent,Poor,10.0,3.28,82.0,C61UTAT Aluminum WITVML,69.03884
,2.0,68.0,Rural,27.0,Poor,,Oil Heating,False,True,2020-05-05,Green,Maria,False,Poor,Excellent,Excellent,Good,10.0,1.91,108.8,Wood YHFS Window,289.88151
3.0,5.0,137.0,Rural,56.0,Good,False,Oil Heating,True,True,2021-09-27,Gray,Florian,False,Good,Poor,Good,Excellent,16.0,2.83,219.2,Steel 8FR7,559.21913
1.0,,29.0,Urban,56.0,Good,,Electricity,False,True,2023-05-23,White,Sandra,False,Good,Poor,Excellent,Excellent,16.0,2.52,,Steel 5DMFYM,200.13962
,,100.0,Urban,48.0,None,True,Oil,True,True,2022-06-06,Green,,False,Poor,Good,Poor,Poor,7.0,2.64,158.4,FVE Aluminum HRV Window,186.29606
,,92.0,Urban,71.0,,False,Electricity,False,True,2020-03-21,Yellow,Andreas,False,Excellent,Good,Excellent,Good,7.0,3.19,,Aluminum J7R2,116.22515
2.0,2.0,82.0,Rural,46.0,Good,True,Oil,True,True,2021-02-07,White,Natalie,False,Poor,Poor,Good,Good,16.0,2.02,,WRWXW2N Aluminum 3IZ5,263.92874
1.0,,41.0,Suburban,50.0,None,False,Electricity,False,True,2023-09-07,Yellow,Stefan,False,Good,Excellent,Poor,Poor,7.0,1.66,25.8,Steel 8W6 Window,105.91259
2.0,2.0,111.0,Suburbann,52.0,,False,Oil,False,False,2024-03-28,White,Florian,False,Poor,Good,Good,Good,26.0,2.42,177.6,Wood 0CZF3 Window,161.51161
3.0,3.0,128.0,Urban,71.0,None,True,Oil Heating,False,False,2023-07-07,Yellow,Johanna,False,Poor,Poor,Poor,Good,7.0,3.17,,4YN8G Wood VCXQOI0 Window,235.33498
1.0,1.0,25.0,Urban,48.0,None,False,Gas,True,False,2023-04-20,White,Natalie,False,Good,Excellent,Excellent,Good,7.0,3.7,,Wood BWPRU,118.98087
1.0,,40.0,Urban,38.0,Poor,True,Gas,False,True,2024-02-29,Green,,False,Good,Good,Good,Excellent,10.0,2.67,42.0,Steel PMJ Window,212.08779
3.0,2.0,118.0,Urban,38.0,None,,Gas,True,True,2021-10-12,Yellow,Andreas,False,Good,Excellent,Poor,Excellent,7.0,3.48,,Wood 8F10N Window,251.86649
1.0,,100.0,,27.0,,True,Oil,False,False,2023-04-15,White,Denis,False,Good,Good,Excellent,Good,7.0,2.0,,NHZ2JBL Aluminum 9OW,102.09245
,,66.0,Suburban,48.0,Good,False,Gas,False,False,2020-08-17,,Johanna,False,Excellent,Poor,Poor,Excellent,16.0,1.56,67.0,Wood 5OT5JTV,93.27121
4.0,1.0,135.0,Urban,20.0,,True,Electric,True,True,2020-06-28,Yellow,Natalie,False,Excellent,Good,Excellent,Good,7.0,2.68,,Aluminum XRJ,192.82566
1.0,1.0,31.0,Suburban,61.0,None,True,Electric,False,True,2021-12-14,White,Maria,False,Good,Good,Excellent,Good,7.0,2.13,,QNPS Aluminum UFIQ Window,38.30887
2.0,1.0,101.0,Urban,64.0,None,False,Oil,False,True,2021-04-25,Yellow,Andreas,False,Good,Good,Excellent,Good,7.0,1.87,156.8,Steel 9YBV0TW,282.28722
,1.0,50.0,Suburbann,58.0,Good,,Oil,False,True,2023-07-03,Yellow,Sabrina,False,Good,Good,Good,Good,16.0,1.84,80.0,40KR6K Wood WFXADP,114.50234
3.0,1.0,109.0,Rural,47.0,None,False,Oil,False,False,2021-12-21,Gray,Martin,False,Good,Excellent,Excellent,Poor,7.0,2.89,,EV8 Wood RDB2DY Window,305.93877
,1.0,54.0,Rural,48.0,None,False,Electricity,True,True,2020-08-28,Yellow,Sandra,False,Poor,Excellent,Good,Poor,7.0,1.35,,Aluminum 25T6 Window,120.73065
2.0,,73.0,Suburbann,56.0,None,False,Gas,False,True,2024-03-23,Yellow,Natalie,False,Good,Poor,Good,Good,7.0,4.25,,FQUZA0 Aluminum 9547NNP Window,75.61187
3.0,1.0,101.0,Urban,47.0,None,False,Oil Heating,True,True,2023-12-28,White,,False,Good,Good,Good,Excellent,7.0,1.76,-498.0,Steel 3MI1H8,326.9521
,1.0,89.0,Suburban,,None,False,Oil Heating,True,True,2020-06-19,Gray,Sabrina,False,Excellent,Good,Excellent,Poor,7.0,1.32,,Wood ZSD0TIT,134.75353
3.0,3.0,127.0,Urban,44.0,Excellent,,Oil Heating,False,True,2023-03-25,White,Theresa,False,Good,Poor,Good,Good,26.0,3.31,206.4,Aluminum 8U5WCK Window,301.39402
,1.0,80.0,Urban,47.0,Good,,Electricity,False,True,2023-03-31,,Stefan,False,Excellent,Good,Excellent,Poor,16.0,3.66,47.4,Steel IJ1COO8 Window,249.58065
5.0,4.0,133.0,Urban,14.0,None,False,Oil Heating,True,True,2020-12-15,White,Sandra,False,Excellent,Good,Poor,Poor,7.0,3.4,211.2,Steel SWPJRK Window,368.67858
,,88.0,Urban,58.0,Poor,False,Oil Heating,False,False,2022-07-04,Gray,Sabrina,False,Good,Good,Good,Poor,10.0,1.44,7009.0,JTT Wood VKDT9OA,185.36797
1.0,1.0,32.0,Suburban,63.0,None,,Oil Heating,True,True,2022-11-03,White,Sandra,False,Excellent,Excellent,Good,Good,7.0,1.62,52.8,Steel GB48EH Window,124.77488
2.0,,121.0,Suburbann,34.0,None,False,Gas,False,False,2022-11-20,Green,Johanna,False,Good,Excellent,Good,Excellent,7.0,3.33,121.0,ATFX Wood UFGVH,123.96649
1.0,,38.0,Rural,33.0,Good,False,Electric,False,False,2021-12-13,Green,Natalie,False,Poor,Good,Excellent,Good,16.0,2.39,23.4,Aluminum V35 Window,117.68672
,1.0,126.0,Urban,65.0,Good,False,Oil,False,True,2020-11-10,White,Theresa,False,Poor,Poor,Good,Excellent,16.0,3.88,,OCFC025 Wood QEL4 Window,281.6742
,1.0,29.0,Rural,54.0,,,Gas,False,True,2021-06-03,Green,Daniel,False,Good,Poor,Excellent,Good,7.0,2.67,28.0,NLU3G Wood 3FWD63I,160.13296
2.0,3.0,115.0,Suburbann,55.0,None,False,Electricity,False,True,2023-12-26,Yellow,Sabrina,False,Good,Good,Poor,Good,7.0,1.22,69.6,Wood 42C Window,123.64549
4.0,3.0,143.0,,42.0,,True,Oil,True,True,2022-01-01,White,Lukas,False,Good,Excellent,Excellent,Good,7.0,3.71,,ITE Steel LW3XJF,237.87383
,3.0,118.0,Urban,63.0,None,False,Oil,False,False,2021-10-25,Yellow,,False,Good,Good,Good,Good,7.0,3.95,,Wood IMQV,225.44585
,5.0,148.0,,57.0,Good,False,Gas,True,True,2021-12-29,,Natalie,False,Good,Excellent,Poor,Excellent,16.0,4.82,149.0,Aluminum 0TU1N Window,168.55703
,1.0,52.0,Urban,61.0,None,,Oil Heating,False,True,2021-05-14,White,Theresa,False,Good,Excellent,Excellent,Excellent,7.0,2.48,80.0,Aluminum Q1C4 Window,2390.0828
,1.0,39.0,Rural,46.0,None,False,Electricity,False,False,2022-10-12,White,Florian,False,Excellent,Poor,Good,Excellent,7.0,3.85,,Aluminum YRHLXU,90.21455
,,24.0,Urban,54.0,None,False,Oil,False,True,2020-11-07,Gray,Andreas,False,Good,Good,Excellent,Good,7.0,3.01,38.4,PVY9 Wood F6Q,121.37997
,,125.0,Suburbann,59.0,None,,Oil,False,False,2023-03-28,Yellow,Natalie,False,Poor,Excellent,Good,Poor,7.0,4.89,201.6,AXLA Steel I8FWF Window,164.01033
1.0,,94.0,Suburbann,25.0,None,False,Gas,False,True,2023-08-01,Green,Lukas,False,Good,Excellent,Excellent,Poor,7.0,2.73,94.0,Aluminum 9C34UU Window,98.13073
,,142.0,Suburbann,,Good,,Gas,False,False,2020-11-20,Green,Johanna,False,Good,Good,Good,Good,16.0,2.87,,CSD7 Aluminum P6K,122.42733
2.0,1.0,81.0,Rural,61.0,Good,False,Electricity,False,False,2021-11-07,Yellow,Sandra,False,Poor,Good,Excellent,Good,16.0,3.58,48.0,59DY Aluminum 1OOJDL,156.45885
,,113.0,Urban,,,,Electric,False,False,2021-02-27,White,,False,Poor,Good,Poor,Poor,10.0,2.35,67.8,Wood Z5UXHJC,150.74771
2.0,1.0,61.0,Rural,40.0,Good,False,Oil Heating,False,True,2020-06-17,Green,Roman,False,Good,Excellent,Good,Good,16.0,1.9,96.0,Steel Y58F,356.56301
1.0,1.0,62.0,Suburban,59.0,,True,Gas,False,True,2024-03-15,Gray,Andreas,False,Good,Good,Good,Excellent,7.0,1.45,,Wood 6C7,98.84737
2.0,,81.0,Urban,63.0,None,True,Electricity,False,False,2022-06-11,Yellow,Johanna,False,Good,Poor,Excellent,Good,7.0,3.29,47.4,Aluminum PGGS055,89.77248
1.0,1.0,49.0,Rural,67.0,None,,Oil Heating,False,True,2022-12-10,Yellow,Andreas,False,Excellent,Excellent,Poor,Good,7.0,2.15,78.4,VHS19TA Aluminum NJZKT7,153.14991
1.0,2.0,114.0,Urban,17.0,None,False,Oil Heating,True,True,2022-03-21,Yellow,Natalie,False,Poor,Good,Good,Excellent,7.0,2.13,182.4,Wood BLA1 Window,279.96882
2.0,,145.0,Suburban,56.0,Excellent,,Electric,True,False,2022-08-04,Yellow,Florian,False,Good,Good,Good,Excellent,26.0,4.75,,Wood 86I,157.25108
1.0,,39.0,Rural,48.0,Poor,,Oil Heating,False,True,2022-12-15,Yellow,Lukas,False,Good,Poor,Good,Good,10.0,4.63,57.6,FQP25D Wood A2BU Window,202.76406
1.0,3.0,119.0,Urban,32.0,None,,Oil Heating,True,True,2023-03-23,Green,Sabrina,False,Poor,Good,Excellent,Good,7.0,2.43,,EVIE60F Steel GVNIMQD,347.64904
,2.0,84.0,Urban,57.0,None,,Oil,True,False,2020-03-07,Gray,Sandra,False,Excellent,Excellent,Good,Excellent,7.0,1.37,,Steel 7XAFNLJ,232.30907
,1.0,43.0,Suburbann,39.0,Good,False,Oil,False,True,2021-12-30,Green,Laura,False,Good,Excellent,Good,Good,16.0,2.3,68.8,Aluminum G5O Window,79.94379
4.0,,147.0,,33.0,None,False,Electricity,True,False,2023-07-23,Gray,Sabrina,False,Good,Excellent,Poor,Poor,7.0,1.8,,Aluminum DFN3R,107.04053
,1.0,109.0,Suburban,41.0,None,,Electricity,True,True,2020-07-20,Gray,Maria,False,Excellent,Excellent,Good,Excellent,7.0,2.31,,B6SJGG Aluminum IOBLMB,96.11921
1.0,1.0,58.0,Rural,60.0,,False,Gas,False,False,2020-03-22,Yellow,Florian,False,Excellent,Excellent,Excellent,Good,26.0,4.78,57.0,Steel U9N Window,299.74178
,5.0,131.0,Rural,33.0,Good,,Gas,False,True,2022-07-28,Gray,,False,Good,Poor,Good,Excellent,16.0,2.31,131.0,KHE881 Wood BRI1,409.58126
3.0,3.0,108.0,Urban,31.0,,False,Electricity,False,True,2020-09-29,Green,,False,Poor,Poor,Poor,Good,7.0,2.16,,Q1IAE Steel 99X1V Window,234.17337
,3.0,121.0,Urban,,Good,,Gas,False,False,2022-10-10,Gray,Martin,False,Poor,Excellent,Poor,Excellent,16.0,2.82,121.0,LEP Steel IHZQ,258.7151
1.0,,61.0,Rural,53.0,Good,,Gas,False,True,2022-04-02,Gray,Denis,False,Good,Good,Good,Good,16.0,2.92,,BER Steel 9V54OE1 Window,326.2654
3.0,3.0,133.0,Urban,29.0,None,False,Gas,False,True,2024-03-22,,Andreas,False,Good,Good,Good,Excellent,7.0,2.7,,Aluminum OBK7B,225.26641
2.0,,64.0,,51.0,None,False,Oil,True,True,2023-04-26,Yellow,Lukas,False,Good,Good,Excellent,Good,7.0,1.2,100.8,Steel NYR,368.1667
4.0,,128.0,Urban,41.0,Good,False,Oil Heating,False,True,2023-09-19,Gray,Daniel,False,Poor,Good,Good,Good,16.0,2.1,208.0,Steel SLWSZ,390.64323
4.0,2.0,138.0,Rural,46.0,None,,Gas,False,True,2022-03-11,Green,Theresa,False,Good,Good,Poor,Poor,7.0,3.1,,Wood 9WFAO Window,350.57499
1.0,,42.0,Urban,24.0,None,False,Electric,True,False,2023-07-03,Green,Theresa,False,Excellent,Good,Good,Poor,7.0,2.25,25.2,Steel VUWP26,166.54434
,,129.0,Urban,67.0,Excellent,False,Electricity,False,False,2020-07-09,White,Theresa,False,Excellent,Poor,Excellent,Good,26.0,2.23,77.4,Wood 6HTDM,210.17594
,1.0,29.0,Rural,52.0,None,False,Electric,False,True,2020-12-29,White,Denis,False,Poor,Excellent,Poor,Good,7.0,1.44,18.6,S865E Aluminum DIJ2WQ,76.46893
,1.0,139.0,Suburbann,32.0,None,False,Electricity,False,True,2020-11-08,White,Laura,False,Poor,Poor,Good,Excellent,7.0,2.39,,Wood G7KEJW6 Window,133.37196
1.0,,45.0,Rural,45.0,None,False,Gas,True,False,2023-06-29,White,Florian,False,Good,Poor,Good,Good,7.0,3.34,8514.0,VJLB Steel WA5M,235.76574
1.0,,69.0,Rural,14.0,Good,,Gas,False,True,2021-09-21,Green,Johanna,False,Good,Good,Excellent,Excellent,16.0,2.46,,Aluminum JT8Q,221.38816
3.0,3.0,117.0,Suburbann,,,False,Electricity,True,False,2022-02-05,Gray,Maria,False,Poor,Good,Excellent,Good,26.0,2.07,,QDD7X Steel YF2CIQ Window,159.86749
3.0,1.0,7052.0,Urban,44.0,Poor,False,Oil Heating,True,True,2024-01-01,White,Daniel,False,Excellent,Good,Good,Good,10.0,2.01,192.0,Steel PDFF,367.61192
3.0,2.0,103.0,Suburbann,62.0,Poor,False,Oil,True,True,2020-08-29,Green,Roman,False,Good,Excellent,Excellent,Good,10.0,1.79,7180.0,Aluminum 44QQPH Window,131.13019
3.0,,106.0,Suburbann,28.0,Excellent,,Oil Heating,False,True,2021-05-22,White,Lukas,False,Good,Good,Excellent,Good,26.0,2.39,171.2,Aluminum 8ZBNY,157.8108
1.0,1.0,19.0,Suburban,39.0,None,True,Oil Heating,True,True,2020-04-14,White,Martin,False,Poor,Good,Good,Excellent,7.0,1.94,,S7553 Wood 4GOB109,75.45662
1.0,1.0,29.0,Urban,66.0,None,,Oil Heating,False,False,2023-08-12,Yellow,Sandra,False,Good,Excellent,Excellent,Good,7.0,2.85,44.8,Steel NXVJOG Window,159.71886
,,31.0,Rural,22.0,,False,Oil,False,True,2021-03-26,Gray,Daniel,False,Good,Good,Poor,Excellent,10.0,2.52,48.0,Aluminum RDO9,130.33622
1.0,,25.0,,,None,False,Electric,False,False,2021-05-18,White,Roman,False,Poor,Good,Poor,Good,7.0,1.38,,BF3 Steel 94W54 Window,67.83206
,1.0,58.0,Urban,43.0,Excellent,True,Oil,True,True,2021-01-28,Gray,Roman,False,Good,Good,Good,Good,26.0,1.2,,Wood B2SBBWE Window,233.06522
1.0,3.0,121.0,Urban,21.0,Poor,False,Electric,False,False,2020-04-02,Gray,Natalie,False,Good,Excellent,Poor,Good,10.0,1.99,,6Y7WB Wood V7XKD Window,175.31784
1.0,,138.0,Rural,69.0,Good,False,Oil,False,True,2022-11-27,Yellow,Denis,False,Good,Good,Poor,Good,16.0,2.52,,Aluminum TVFH,386.86068
,,79.0,Rural,70.0,Good,,Gas,False,False,2024-01-15,White,,False,Poor,Excellent,Good,Good,16.0,1.74,,6NP2F Aluminum QFPD8G Window,177.33189
,1.0,24.0,Suburbann,39.0,None,False,Oil,False,False,2023-01-11,Green,Roman,False,Excellent,Excellent,Excellent,Good,7.0,3.02,40.0,EW4 Aluminum 5A88,46.67323
,1.0,56.0,Urban,32.0,None,False,Electricity,False,False,2023-03-17,White,Daniel,False,Excellent,Good,Poor,Good,7.0,3.24,34.8,3TD0 Wood 7VYT,123.18089
1.0,2.0,107.0,Rural,53.0,None,False,Gas,True,True,2020-07-12,Green,Denis,False,Good,Good,Excellent,Excellent,7.0,3.44,108.0,6KGFZ7 Wood UE3ZI4 Window,315.8374
,2.0,103.0,Suburban,29.0,Good,False,Oil Heating,False,True,2022-06-04,Green,,False,Poor,Poor,Good,Good,16.0,2.87,,Aluminum 3M47G,132.29666
2.0,,133.0,Urban,54.0,None,True,Gas,True,True,2022-08-02,White,Sabrina,False,Good,Good,Excellent,Good,7.0,3.78,,B01R Aluminum VKWX6,208.97879
1.0,,27.0,Urban,63.0,None,False,Oil,True,True,2023-03-07,Gray,Natalie,False,Poor,Good,Excellent,Good,7.0,3.05,,Wood BO2U Window,138.82854
1.0,,44.0,Rural,56.0,None,False,Oil Heating,True,True,2021-04-08,Yellow,Denis,False,Poor,Good,Good,Excellent,7.0,1.76,70.4,Steel D27PVJW Window,289.30443
,2.0,113.0,,51.0,Poor,False,Oil Heating,True,True,2024-01-13,Yellow,Sandra,False,Good,Good,Good,Good,10.0,1.87,182.4,RY1DV Steel PXYGSF,355.04938
2.0,3.0,103.0,Urban,32.0,,False,Electric,False,True,2023-10-15,Gray,Daniel,False,Poor,Good,Excellent,Excellent,16.0,1.1,,Wood YOF,240.41824
1.0,1.0,95.0,Rural,44.0,Poor,,Electric,False,True,2022-12-11,,Roman,False,Poor,Good,Excellent,Poor,10.0,2.03,58.2,Aluminum OREP6,181.29405
1.0,1.0,30.0,Urban,14.0,None,False,Gas,False,False,2023-07-24,Green,,False,Good,Good,Excellent,Poor,7.0,2.8,,Q4V Wood UHRSD Window,112.60708
2.0,1.0,103.0,Urban,32.0,,False,Electric,True,True,2022-11-06,Gray,Sandra,False,Poor,Good,Poor,Good,26.0,1.47,,8ZU4A Steel 36UATQ Window,298.01541
1.0,3.0,119.0,Suburban,35.0,,,Oil,True,True,2023-01-31,Gray,Stefan,False,Excellent,Good,Good,Excellent,16.0,2.58,188.8,8G4HW Aluminum UY962GL Window,167.18533
1.0,1.0,40.0,Urban,44.0,None,,Oil,False,True,2022-06-21,Green,Johanna,False,Good,Excellent,Good,Excellent,7.0,2.41,,Steel NSKON,211.99787
4.0,,140.0,Rural,24.0,,,Electric,True,False,2021-07-08,Green,Daniel,False,Good,Poor,Good,Excellent,10.0,2.29,85.2,Steel 323JKCD Window,374.46864
1.0,2.0,121.0,Urban,43.0,None,False,Electricity,False,False,2023-01-26,White,Theresa,False,Good,Good,Good,Excellent,7.0,1.72,72.6,Wood FIH0 Window,177.28708
2.0,1.0,121.0,Rural,58.0,,False,Oil,False,True,2020-01-07,Gray,,False,Excellent,Good,Excellent,Excellent,16.0,2.72,192.0,Wood WMO9244 Window,410.98577
4.0,5.0,131.0,,39.0,,False,Gas,False,True,2024-02-05,Green,Andreas,False,Good,Poor,Poor,Excellent,10.0,3.28,,W4VZ97Q Wood 6YYFG,400.53872
1.0,,30.0,Urban,,,False,Oil,True,True,2020-07-05,Yellow,Andreas,False,Good,Excellent,Excellent,Excellent,7.0,2.39,49.6,Aluminum XS71 Window,91.03772
1.0,,116.0,Rural,27.0,Good,False,Oil Heating,True,True,2020-12-12,Gray,Johanna,False,Excellent,Good,Good,Poor,16.0,2.34,187.2,Aluminum X6TW4,342.80759
4.0,1.0,134.0,Suburbann,,None,False,Oil Heating,True,True,2021-04-18,White,Laura,False,Excellent,Poor,Good,Excellent,7.0,1.38,,Steel 283SL8,207.39214
,1.0,30.0,Rural,35.0,None,False,Oil,False,True,2022-07-02,Yellow,Sandra,False,Poor,Good,Poor,Excellent,7.0,2.87,49.6,A4V71S2 Steel JIM8I9,255.57754
1.0,1.0,42.0,Suburban,71.0,None,,Oil Heating,False,True,2024-01-06,Yellow,Laura,False,Excellent,Good,Good,Good,7.0,3.22,,Steel 7TJSN,127.04452
,,117.0,Rural,,None,,Gas,False,True,2022-03-28,White,Lukas,False,Good,Excellent,Good,Excellent,7.0,2.55,117.0,UMK1KRP Wood 7NC5,326.83988
,2.0,114.0,Urban,,None,,Gas,False,True,2020-06-07,Yellow,Lukas,False,Excellent,Good,Good,Good,7.0,2.31,,U2S0L Wood VEWU8,215.19806
2.0,1.0,65.0,Rural,18.0,Good,False,Oil,True,True,2020-05-19,Gray,Stefan,False,Excellent,Good,Good,Good,16.0,2.19,104.0,QF4Z Steel 56OJTVQ,389.92444
1.0,1.0,24.0,Rural,,None,,Gas,False,True,2022-11-10,,Theresa,False,Excellent,Good,Good,Good,7.0,3.09,,Steel L2WD4R,224.27155
,3.0,109.0,Rural,58.0,Poor,,Electric,False,False,2022-09-26,Green,Denis,False,Excellent,Good,Excellent,Excellent,10.0,3.19,65.4,Wood HJPXHLS,256.7203
3.0,3.0,107.0,Suburban,33.0,,True,Electric,False,True,2022-04-06,Yellow,Natalie,False,Good,Poor,Excellent,Good,7.0,4.64,,Aluminum NCS Window,93.64894
1.0,1.0,57.0,Suburbann,,Good,False,Electricity,True,True,2021-10-19,Green,Denis,False,Poor,Good,Good,Good,16.0,1.73,34.8,Aluminum AHW0MV8 Window,67.5479
2.0,,70.0,Suburban,,None,True,Gas,False,True,2023-06-29,White,Natalie,False,Good,Good,Poor,Excellent,7.0,3.8,71.0,Wood ZLWG,100.96605
,1.0,35.0,Suburban,32.0,Good,True,Oil,True,True,2023-01-16,Yellow,Florian,False,Good,Good,Good,Good,16.0,3.92,57.6,Wood X9FY07,111.67897
1.0,,25.0,Suburbann,17.0,None,False,Gas,False,True,2021-12-31,Green,Denis,False,Excellent,Good,Poor,Excellent,7.0,2.2,,Aluminum LON Window,44.62801
3.0,2.0,109.0,,,Good,False,Oil,False,False,2023-10-25,Green,Maria,False,Good,Good,Good,Good,16.0,1.72,176.0,DVBXU Aluminum CXSCZI,196.95067
2.0,,141.0,Rural,35.0,Excellent,False,Oil,True,True,2022-06-14,White,Maria,False,Excellent,Good,Poor,Good,26.0,3.87,,Aluminum PUAQ4,476.49822
1.0,1.0,22.0,Rural,30.0,Good,True,Electricity,False,True,2024-03-23,Yellow,Sabrina,False,Excellent,Good,Good,Poor,16.0,2.7,13.2,IDI Wood MMBE4,202.7822
,5.0,141.0,Urban,,None,,Oil Heating,True,False,2022-02-05,Green,Sandra,False,Excellent,Good,Excellent,Good,7.0,3.2,,Aluminum LXLEP,230.87441
1.0,1.0,34.0,,16.0,None,,Electric,True,False,2022-08-30,Gray,Denis,False,Good,Excellent,Poor,Good,7.0,2.88,21.0,Steel Y7YOUG0,159.05106
,2.0,97.0,Urban,,None,False,Oil,False,True,2021-07-10,Yellow,Sandra,False,Poor,Excellent,Excellent,Excellent,7.0,2.61,156.8,Wood TEASZZC Window,239.29167
1.0,,122.0,Urban,34.0,Excellent,,Electricity,True,True,2021-06-17,Green,Florian,False,Good,Good,Good,Poor,26.0,2.44,,TS6MWLK Wood LFSE,262.51041
,1.0,139.0,Suburban,49.0,None,False,Oil,False,True,2021-10-26,,Andreas,False,Good,Good,Excellent,Poor,7.0,1.42,220.8,Steel Z7Y Window,203.00776
1.0,1.0,28.0,Rural,69.0,Good,False,Electricity,True,False,2021-01-15,Yellow,Andreas,False,Good,Good,Good,Good,16.0,2.26,16.2,1VRQN8 Steel DOU Window,220.77987
,,121.0,Urban,54.0,Good,False,Gas,True,True,2023-08-18,,Laura,False,Excellent,Excellent,Good,Good,16.0,2.67,,Aluminum 42V6KON Window,239.59331
,,133.0,,47.0,Poor,False,Electricity,False,True,2023-07-01,,Lukas,False,Good,Good,Good,Good,10.0,2.84,79.8,Z57P0VL Aluminum 8Q5 Window,189.26019
,2.0,142.0,Rural,57.0,None,False,Gas,False,False,2020-11-20,Green,Sandra,False,Poor,Good,Poor,Good,7.0,1.96,,EA9SQ Steel GN2E1 Window,342.60004
2.0,,76.0,Urban,36.0,None,False,Electric,False,True,2023-12-15,Gray,Lukas,False,Excellent,Good,Good,Poor,7.0,2.29,,Wood 7PT,168.94186
2.0,,110.0,Suburbann,71.0,Excellent,False,Oil Heating,False,True,2023-12-20,White,Laura,True,Excellent,Excellent,Excellent,Good,26.0,2.41,172.8,Aluminum 2K6UJJ Window,173.62784
,,87.0,Suburban,50.0,Poor,True,Oil Heating,True,False,2022-10-05,White,Laura,False,Excellent,Excellent,Excellent,Poor,10.0,2.19,,Wood MG4W,125.68893
,,137.0,Suburban,61.0,None,,Electric,True,False,2022-04-06,Gray,Roman,False,Excellent,Good,Excellent,Good,7.0,1.69,82.2,RMP9RR8 Steel 4U6F98V,149.89041
,,135.0,Urban,31.0,Good,False,Electric,False,True,2022-07-18,,,False,Good,Good,Good,Excellent,16.0,1.47,,XVJ Wood 4L10CA Window,267.74261
,1.0,114.0,Rural,25.0,None,False,Oil Heating,False,True,2021-01-03,,Natalie,False,Good,Good,Excellent,Excellent,7.0,4.34,180.8,Steel V7KME6A Window,438.92831
3.0,3.0,123.0,Urban,57.0,None,,Gas,False,True,2021-04-04,Yellow,Maria,False,Poor,Poor,Excellent,Poor,7.0,2.81,122.0,UQ5 Wood 2LK5PH,223.89581
1.0,,102.0,Rural,19.0,Good,False,Electricity,False,True,2022-12-14,White,Stefan,False,Good,Excellent,Poor,Good,16.0,2.04,,Aluminum RANND Window,232.16704
1.0,,23.0,Suburban,64.0,,True,Electricity,False,False,2022-07-01,,Laura,False,Excellent,Poor,Excellent,Excellent,16.0,1.85,13.8,Wood 0ZTU7M8 Window,71.0032
1.0,1.0,50.0,Suburbann,29.0,None,True,Oil Heating,True,True,2023-06-09,Gray,Sandra,False,Excellent,Good,Excellent,Good,7.0,2.03,78.4,HVCXMZ Steel HF13GPN,147.06958
,1.0,97.0,,25.0,None,False,Oil,False,False,2020-03-16,Gray,Sabrina,False,Good,Excellent,Good,Poor,7.0,1.64,,D4SN4P5 Wood 8ESGA6B,263.54148
,,32.0,Urban,46.0,,,Oil Heating,False,True,2020-09-20,Green,Sabrina,False,Poor,Good,Excellent,Excellent,7.0,1.69,,Aluminum NZBV,82.84681
1.0,1.0,30.0,Urban,50.0,Good,False,Electric,True,True,2022-05-11,Yellow,Maria,False,Excellent,Excellent,Good,Good,16.0,4.96,18.6,Steel 6ABU1 Window,216.02092
,,36.0,Urban,52.0,None,False,Electricity,True,False,2020-06-09,Gray,Maria,False,Poor,Good,Good,Poor,7.0,2.64,21.6,5IGL5C Wood VAY Window,93.63745
1.0,,79.0,Suburbann,26.0,Excellent,True,Gas,False,True,2020-11-08,Yellow,Laura,False,Good,Excellent,Good,Poor,26.0,4.08,80.0,7VUZ Wood C4AB,137.74209
2.0,2.0,141.0,Urban,7.0,None,False,Gas,False,True,2020-03-01,Gray,Johanna,False,Excellent,Poor,Good,Excellent,7.0,2.12,-259.0,PKGOC Aluminum TJZ0WQV,212.56435
3.0,2.0,124.0,Rural,,,False,Electricity,True,True,2023-12-03,White,Maria,False,Excellent,Good,Excellent,Good,7.0,2.17,,ERYVS Wood BHO,326.39033
1.0,2.0,151.0,Urban,18.0,None,False,Gas,False,False,2024-02-17,Yellow,Andreas,False,Poor,Good,Excellent,Good,7.0,2.13,149.0,HPS7X4 Steel XTUI,279.73983
